rank,pid,source,ccb_score,title
1820,1837,E1,44.87,习近平法治思想中的法治文化概念
1821,544,E1,44.74,法律规范体系化背景下的行政诉讼制度的完善
1822,448,E1,44.56,文化法治体系的法理意蕴与实践展开
1823,6,E1,44.46,“一带一路”多元争端解决中心构建的当下与未来
1824,1174,E1,44.32,习近平法治思想中的法治监督理论
1825,301,E1,44.31,"在法治轨道上有序推进""全过程人民民主"""
1826,1534,E1,44.16,晚清时期国人对法院组织的认知
1827,1201,E1,44.12,以习近平法治思想引领行政审判制度新发展
1828,918,E1,43.96,中国共产党创造法治文明新形态的历史叙事
1829,77,E1,43.84,中国刑法立法晚近20年之回眸与前瞻
1830,721,E1,43.81,论中国古代的民本思想
1831,379,E1,43.5,我国刑法的新发展
1832,13,E1,43.47,“南海仲裁案”后续法律应对的关键问题研究
1833,1891,E1,43.31,国际安全法的体系化构建研究
1834,1021,E1,43.25,法治：中国与世界——国际法治与中国法治建设
1835,451,E1,43.16,新中国国际法学70年:历程、贡献与发展方向
1836,467,E1,42.96,最高人民检察院司法解释研究
1837,1420,E1,42.72,孝道：中国传统法律的核心价值
1838,552,E1,42.63,法治体系形成指标的法理研究
1839,1251,E1,42.26,全过程人民民主的法治向度阐析
1840,983,E1,42.24,国际法治的中国表达
1841,1173,E1,42.22,习近平法治思想中的依规治党理论及其原创性贡献
1842,1479,E1,42.19,我国社区矫正法的历史地位与立法特点
1843,307,E1,42.13,坚持依规治党
1844,332,E1,41.88,契约文明起源考:以古代西亚为中心
1845,84,E1,41.68,中国大众平等观念评析
1846,1142,E1,41.65,中国司法体制改革的经验——习近平司法体制改革思想研究
1847,1525,E1,41.6,新时代中国法治理论创新发展的六个向度
1848,720,E1,41.59,论中国古代的德法共治
1849,160,E1,41.53,依法治国和依规治党有机统一研究
1850,462,E1,41.51,新时代政法改革论纲
1851,419,E1,41.34,推进中国式法治现代化 构建人类法治文明新形态——对党的二十大报告的法治要义阐释
1852,632,E1,41.1,纪检监察学“三大体系”论纲
1853,323,E1,41.07,大变局下中国式民主的制度优势与宪法保障
1854,801,E1,41.0,论数字检察
1855,1526,E1,40.97,新时代推进社会公平正义的法治要义
1856,16,E1,40.72,“南海仲裁案”裁决缘何非法无效
1857,14,E1,40.49,“南海仲裁案”最终裁决研判与我国的对策
1858,188,E1,40.49,全面深化改革中的民法典编纂
1859,1172,E1,40.49,习近平全面依法治国思想的理论逻辑与创新发展
1860,24,E1,40.03,“开元六典”的继受传播及对中华法系的影响
1861,267,E1,39.96,司法规律层次论
1862,181,E1,39.37,党内法规的百年演进与治理之道
1863,98,E1,39.13,中国法治主体性的文化向度
1864,348,E1,39.1,对“南海仲裁案”的反思：中国如何为国际法治做出贡献
1865,560,E1,39.09,深入推进依法行政
1866,601,E1,38.84,社会组织及其法制化研究
1867,88,E1,38.82,中国式现代化之党规回应
1868,587,E1,38.74,用中国特色社会主义法治理论引领法治体系建设
1869,149,E1,38.63,以古代中国与日本为中心的中华法系之律家考
1870,728,E1,38.46,论习近平法治思想的制度逻辑
1871,74,E1,38.25,中国传统生态环境法文化及当代价值研究
1872,1160,E1,38.15,中国法科学生留学德国四十年的回顾与展望
1873,260,E1,37.97,司法大数据在中国法院的应用与前景展望
1874,914,E1,37.91,“中国特色社会主义法治理论” 考
1875,398,E1,37.32,我国网络法治的经验与启示
1876,46,E1,36.9,《大清律例》条标的运用与启示
1877,174,E1,36.87,儒家民族观影响下的中国古代民族法制
1878,114,E1,36.4,习近平文物事业法治思想研究
1879,1162,E1,36.18,中国特色社会主义人权理论体系论纲
1880,456,E1,36.15,新时代中国法治现代化的战略安排
1881,44,E1,36.06,《中华人民共和国民法总则》的制定
1882,722,E1,35.68,论中国式法治现代化新道路
1883,461,E1,35.51,新时代坚定不移走中国特色社会主义法治道路
1884,118,E1,35.21,习近平法治思想是马克思主义法治理论中国化的新发展新飞跃
1885,716,E1,35.04,论一体建设法治社会
1886,1017,E1,34.56,治国理政的法治理念和法治思维
1887,1089,E1,34.32,论统筹推进国内法治和涉外法治
1888,938,E1,34.16,习近平法治思想的实践逻辑、理论逻辑和历史逻辑
1889,172,E1,34.15,健全公正执法司法体制机制
1890,741,E1,33.79,论全面依法治国的战略地位和作用
1891,111,E1,33.31,习近平互联网法治思想研究
1892,457,E1,33.01,新时代全面依法治国的思想、方略和实践
1893,804,E1,32.88,论新时代中国社会治理理论
1894,1028,E1,32.74,现代化中华法治文明及其世界意义
1895,242,E1,32.62,加快推进新时代区域法治发展
1896,308,E1,32.5,坚持和发展中国特色社会主义法治理论
1897,641,E1,31.62,编纂实施民法典是习近平法治思想的生动实践
1898,1008,E1,31.43,新时代中国法治建设的基本问题
1899,309,E1,31.35,坚持抓住领导干部这个：关键少数
1900,336,E1,30.97,完善推进法治社会建设机制
1901,119,E1,30.94,习近平法治思想的司法理论
1902,150,E1,30.81,以大协同格局加强涉外法治建设
1903,698,E1,30.29,行政长官制是单一制下新的澳门特别行政区地方政权形式
1904,257,E1,30.18,司法体制综合配套改革的路径和重点
1905,300,E1,30.0,在全面依法治国实践中担当尽责沿着中国特色社会主义法治道路阔步前进
1906,1177,E1,29.04,习近平法治思想领航中国之治的实践机制
1907,331,E1,28.97,奋力建设法治政府
1908,727,E1,28.85,论习近平法治思想的公正司法观
1909,112,E1,28.57,习近平全球治理与国际法治思想研究
1910,102,E1,28.37,中国特色社会主义法治体系的理论基础、指导思想和基本构成
1911,103,E1,28.16,中国特色社会主义法治道路的时代进程
1912,122,E1,27.93,习近平法治思想要义的法理解读
1913,729,E1,27.91,论习近平法治思想的时代精神
1914,864,E1,27.47,谱写新时代人权法治保障的新篇章
1915,1175,E1,26.79,习近平法治思想对马克思主义法治原理的传承与发展
1916,113,E1,26.32,习近平总书记全面依法治国新理念新思想新战略:发展脉络、核心要义和时代意义
1917,1524,E1,25.59,新思想引领法治新征程——习近平新时代中国特色社会主义思想对依法治国和法治建设的指导意义
1918,117,E1,25.37,"坚持抓住领导干部这个""关键少数"""
1919,306,E1,24.63,坚持以习近平法治思想为指导 谱写新时代全面依法治国新篇章
1920,362,E1,22.13,建设中国特色社会主义法治文化
