编号,期刊,年份,卷,期,题目,作者,作者机构,页数,主题词,分类-Q,分类-G,分类-D,分类-K,分类,duplicate_group,canonical_pid,analysis_included
115,中国法学,2022,000,5,习近平法治思想中的构建新型诉讼格局理论,程琥[1],[1]北京市第一中级人民法院,19,习近平法治思想;新型诉讼格局;行政区划法院;跨行政区划法院;专门法院,法学理论,法学理论,法学理论,法学理论,法学理论,,115,yes
116,中国法学,2024,000,1,习近平法治思想中的社会公平正义理论研究,胡玉鸿[1],[1]华东政法大学人权研究院、习近平法治思想研究中心,20,习近平法治思想;社会公平正义;法治中国建设,法学理论,法学理论,法学理论,法学理论,法学理论,,116,yes
117,中国法学,2021,,3,"坚持抓住领导干部这个""关键少数""",陈训秋[1],[1]中国法学会,13,习近平法治思想;全面依法治国;领导干部;关键少数,党内法规学,法学理论,法学理论,法学理论,法学理论,,117,yes
118,中国法学,2021,,2,习近平法治思想是马克思主义法治理论中国化的新发展新飞跃,"王晨[1,2,3]",[1]中共中央政治局;[2]全国人大常委会;[3]中国法学会,15,习近平新时代中国特色社会主义思想;习近平法治思想;中国化;全面依法治国,法学理论,法学理论,法学理论,法学理论,法学理论,,118,yes
119,中国法学,2023,000,4,习近平法治思想的司法理论,游劝荣[1],[1]湖北省高级人民法院,21,习近平法治思想;司法理论;司法改革;司法工作现代化,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,119,yes
120,中国法学,2024,000,6,习近平法治思想的法治文明论,郭晔[1],[1]北京师范大学法学院,19,习近平法治思想;习近平文化思想;法治文明;中国式现代化;中华传统法律文化,法律史,法律史,法律史,法律史,法律史,,120,yes
121,中国法学,2021,0,1,习近平法治思想的生态文明法治理论,吕忠梅,清华大学法学院,17,习近平法治思想;生态文明;生态法治;生态治理,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,,121,yes
122,中国法学,2021,0,1,习近平法治思想要义的法理解读,卓泽渊,中共中央党校(国家行政学院),14,"习近平法治思想;""十一个坚持"";全面依法治国;法治道路;法治体系",法学理论,法学理论,法学理论,法学理论,法学理论,,122,yes
123,中国法学,2016,,5,争议专属经济区内适度性执法研究,熊勇先,海南大学法学院,18,争议专属经济区;维权行政执法;适度性执法;执法合作,国际法学,国际法学,国际法学,国际法学,国际法学,,123,yes
124,中国法学,2015,0,2,事实因果与刑法中的结果归责,劳东燕[1],[1]清华大学法学院,29,因果关系;结果归责;客观归责;风险升高;疫学因果,刑法学,刑法学,刑法学,刑法学,刑法学,,124,yes
125,中国法学,2015,0,6,事实认定“难题”与法官独立审判责任落实,侣化强,重庆大学法学院,19,证据裁判主义;自由心证;司法责任证明力规则,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,125,yes
126,中国法学,2020,,3,二审上诉问题重述:以认罪认罚案件为例,郭烁[1],[1]北京交通大学法学院,17,认罪认罚从宽;上诉权;二审程序;职权主义;对抗制,刑法学,刑法学,刑法学,刑法学,刑法学,,126,yes
127,中国法学,2020,,1,互构关系中社区矫正对象与性质定位研究,郑丽萍[1],[1]北京航空航天大学法学院,17,社区矫正对象;社区矫正性质;互构关系;非监禁性,刑法学,刑法学,刑法学,刑法学,刑法学,,127,yes
128,中国法学,2024,000,1,互联网司法的正义体系,王福华[1],[1]上海交通大学凯原法学院,21,互联网司法;在线诉讼;人工智能司法;数字正义,数字法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,128,yes
129,中国法学,2022,000,4,互联网法院的时代创新与中国贡献,景汉朝[1],[1]中国法学会,25,互联网法院;“双线诉讼”;司法理论;“调适论”;中国贡献,数字法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,129,yes
130,中国法学,2015,0,3,互联网金融风险规制路径,"杨东[1,2]",[1]中国人民大学法学院;[2]中国人民大学民商事法律科学研究中心,18,互联网金融;金融消费者;金融风险,经济法学,经济法学,经济法学,经济法学,经济法学,,130,yes
131,中国法学,2021,0,1,交易性贬值损失之赔偿,张红,武汉大学法学院,19,交易性贬值损失;可赔性;损失计算;以新换旧;损益相抵,民商法学,民商法学,民商法学,民商法学,民商法学,,131,yes
132,中国法学,2024,000,6,人口老龄化背景下监护人承担侵权责任的体系解释,李国强[1],[1]大连海事大学法学院,19,成年监护;民事行为能力;民事责任能力;法定监督义务,民商法学,民商法学,民商法学,民商法学,民商法学,,132,yes
133,中国法学,2021,,2,人工智能歧视的法律治理,李成[1],[1]四川大学法学院,21,人工智能;歧视;结构性不平等;算法;数字平权,数字法学,宪法学与行政法学,宪法学与行政法学,民商法学,民商法学,,133,yes
134,中国法学,2021,,4,人格权侵害民事责任认定条款适用论,朱晓峰[1],[1]中央财经大学法学院,19,人格权侵害;民事责任;动态体系论;利益权衡论;自由裁量权,民商法学,民商法学,民商法学,民商法学,民商法学,,134,yes
135,中国法学,2015,0,3,人格权确认与构造的法律依据,韩强[1],[1]华东政法大学,21,人格法益;具体人格权;一般人格权,民商法学,民商法学,民商法学,民商法学,民商法学,,135,yes
136,中国法学,2023,000,3,人格权编的中国范式与中国式现代化的实现,石佳友[1],[1]中国人民大学民商事法律科学研究中心,19,民法典;人格权;人格尊严;自主知识体系;中国式现代化,民商法学,民商法学,民商法学,民商法学,民商法学,,136,yes
137,中国法学,2023,000,4,人格标识的“他为性”及其规范影响,曹相见[1],[1]吉林大学理论法学研究中心、法学院,19,人格标识;他为性;隐私权;有利解释;解除权,数字法学,民商法学,民商法学,民商法学,民商法学,,137,yes
138,中国法学,2023,000,3,人民团体规章：概念、体系和效力,屠凯[1],[1]清华大学法学院,20,人民团体规章;团内规章;人民团体;群团组织;党内法规,党内法规学,宪法学与行政法学,党内法规学,党内法规学,党内法规学,,138,yes
139,中国法学,2021,,4,人民调解员的制度角色考,吴元元[1],[1]西南财经大学法学院,21,人民调解员;制度角色;社会资本;调解技艺;再生产激励机制,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,139,yes
140,中国法学,2024,000,6,人身损害赔偿请求权的分级与整合,张平华[1],[1]山东大学法学院,22,人身损害赔偿请求权;框架请求权;具体请求权;项目请求权;损害赔偿,民商法学,民商法学,民商法学,民商法学,民商法学,,140,yes
141,中国法学,2016,,3,从合理原则走向统一的比例原则,杨登峰,南京师范大学法学院,18,裁量行政行为;合理原则;比例原则,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,141,yes
142,中国法学,2024,000,4,从同一性到相似性：法律解释的结构转向与体系重构,陈辉[1],[1]南京师范大学法学院,18,法律解释;同一性;相似性;类推解释;法律概念,法学理论,法学理论,法学理论,法学理论,法学理论,,142,yes
143,中国法学,2020,,4,从基础司改到综配司改:“内卷化”效应纾解,"杨力[1,2]",[1]上海交通大学中国法与社会研究院;[2]上海交通大学中国城市治理研究院,20,司法体制改革;综合配套改革;政法改革;内卷化,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,143,yes
144,中国法学,2022,000,4,从相邻权到空间利益公平分配权：规划许可诉讼中“合法权益”的内涵扩张,成协中[1],[1]中国政法大学法学院,19,规划许可;相邻权;合法权益;空间利益;分配行政,民商法学,民商法学,民商法学,民商法学,民商法学,,144,yes
145,中国法学,2016,,2,从立案审查到立案登记：法院在社会转型中的司法角色,陆永棣,浙江省高级人民法院,21,立案审查;选择性司法;立案登记,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,145,yes
146,中国法学,2015,0,3,从隐私到个人信息：利益再衡量的理论与制度安排,张新宝,[1]中国人民大学法学院,22,个人信息保护;隐私权;利益衡量“两头强化;三方平衡”,数字法学,民商法学,民商法学,民商法学,民商法学,,146,yes
147,中国法学,2018,,2,以买卖合同担保借贷的解释路径与法效果,陈永强,中国计量大学法学院,20,买卖型担保;代物清偿;清算;民间借贷,民商法学,民商法学,民商法学,民商法学,民商法学,,147,yes
148,中国法学,2021,,4,以危险方法危害公共安全罪认定规则研究,江溯[1],[1]北京大学法学院,26,以危险方法危害公共安全罪;认定规则;回归分析;契合关系分析,刑法学,刑法学,刑法学,刑法学,刑法学,,148,yes
149,中国法学,2017,,5,以古代中国与日本为中心的中华法系之律家考,何勤华,华东政法大学法律文明史研究院,20,中华法系 律家,法律史,法律史,法律史,法律史,法律史,,149,yes
150,中国法学,2024,000,5,以大协同格局加强涉外法治建设,郭雳[1],[1]北京大学法学院,6,,国际法学,国际法学,国际法学,国际法学,国际法学,,150,yes
151,中国法学,2016,,2,以审判为中心背景下的刑事辩护突出问题研究,顾永忠,中国政法大学诉讼法学研究院,21,以审判为中心;辩护;质证;交叉询问,刑法学,刑法学,刑法学,刑法学,刑法学,,151,yes
152,中国法学,2022,000,3,企业合规不起诉改革的实体法障碍及其消除,黎宏[1],[1]清华大学法学院,20,企业合规不起诉;单位犯罪;组织责任论;双罚制,刑法学,刑法学,刑法学,刑法学,刑法学,,152,yes
153,中国法学,2015,0,5,企业犯罪预防中合规计划制度的借鉴,"李本灿[1,2]",[1]山东大学法学院;[2]山东大学博士后流动站,29,合规计划;企业犯罪;自我管理,刑法学,刑法学,刑法学,刑法学,刑法学,,153,yes
154,中国法学,2024,000,2,优先购买权中转让人的利益失衡与校正,"梁上上[1,2]",[1]清华大学法学院;[2]清华大学法学院新利益法学研究中心,21,优先购买权;利益衡量;不受损害原则;同等履约能力,民商法学,民商法学,民商法学,民商法学,民商法学,,154,yes
155,中国法学,2020,,5,传销犯罪的司法限缩与立法完善,"印波[1,2]",[1]北京师范大学刑事法律科学研究院;[2]中国企业家犯罪预防研究中心,20,传销犯罪;组织、领导传销活动罪;诈骗;团队计酬;非罪化,刑法学,刑法学,刑法学,刑法学,刑法学,,155,yes
156,中国法学,2019,,2,作为利害调整法的行政法,王贵松[1],[1]中国人民大学法学院,20,利害调整型行政法;自由防御型行政法;利害关系;三方行政法关系,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,156,yes
157,中国法学,2020,,2,作为化解行政争议主渠道的行政复议:功能反思及路径优化,曹鎏[1],[1]中国政法大学法治政府研究院,20,行政复议;良法善治;实现路径,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,157,yes
158,中国法学,2016,,4,作为方法论的“地方法制”,葛洪义,浙江大学法学院,16,方法论;规则意识;权利意识;责任意识;地方法制,法学理论,法学理论,法学理论,法学理论,法学理论,,158,yes
159,中国法学,2021,,2,"作为行政处罚一般种类的""通报批评""",朱芒[1],[1]上海交通大学凯原法学院,18,名誉罚;声誉罚;通报批评;行政处罚种类,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,159,yes
160,中国法学,2021,,4,依法治国和依规治党有机统一研究,韩春晖[1],[1]中共中央党校(国家行政学院)政治和法律教研部,20,依法治国;依规治党;有机统一;国家治理体系现代化,党内法规学,法学理论,党内法规学,党内法规学,党内法规学,,160,yes
161,中国法学,2018,,1,依法治国语境下检察机关的性质与职权,魏晓娜,中国人民大学刑事法律科学研究中心,19,垂直领导;诉讼职权;监督职权,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,161,yes
162,中国法学,2024,000,6,侵害企业数据权益的民事责任,王叶刚[1],[1]中央财经大学法学院,21,数据权益;企业数据;个人数据;数据来源者;民事责任,数字法学,民商法学,民商法学,民商法学,民商法学,,162,yes
