pid,rank,title,author,journal,year,category,weighted_score,weighted_std,source,e2_override,e3_merged,round1_avg_std,round2_avg_std,std_improvement,round1_max_std,round2_max_std,dimensions_converged,total_dimensions,round1_err_category,top30,top60,top101_e2_candidate,top101_rank,top101_score,top101_weighted_std,top101_source,top101_reason,top50_proportional,top50_rank,top50_score,top50_weighted_std,problem_originality_avg,problem_originality_std,problem_originality_method,literature_insight_avg,literature_insight_std,literature_insight_method,analytical_framework_avg,analytical_framework_std,analytical_framework_method,logical_coherence_avg,logical_coherence_std,logical_coherence_method,conclusion_consensus_avg,conclusion_consensus_std,conclusion_consensus_method,forward_extension_avg,forward_extension_std,forward_extension_method
634,57,组织法的诉讼构造:公司决议纠纷诉讼规则重构,丁勇[1],中国法学,2019,民商法学,90.15,5.8,E1+E2,True,,9.13,2.75,6.38,12.5,4.3,6,6,1-empty-status,0,1,1,49,90.15,5.8,E1+E2,top60,0,,,,85.5,11.36,median(8) [E1+E2],88.0,4.41,median(8) [E1+E2],87.5,3.29,median(8) [E1+E2],88.5,2.27,median(8) [E1+E2],86.0,2.49,median(8) [E1+E2],66.5,6.36,median(8) [E1+E2]
317,58,基本原则与概括条款的区分:我国诚实信用与公序良俗的解释论构造,于飞[1],中国法学,2021,民商法学,90.12,2.97,E1+E2,True,,11.65,2.88,8.77,24.8,7.5,6,6,,0,1,1,50,90.12,2.97,E1+E2,top60,0,,,,90.0,3.11,median(8) [E1+E2],83.5,3.94,median(8) [E1+E2],85.0,3.28,median(8) [E1+E2],88.0,0.74,median(8) [E1+E2],90,2.19,median(7) [E1+E2],77.5,7.78,median(8) [E1+E2]
489,59,比例原则的普遍化与基本权利的性质,陈景辉,中国法学,2017,宪法学与行政法学,90.12,6.56,E1+E2,True,,13.03,5.33,7.7,22.1,8.8,4,6,1-empty-status,0,1,0,,,,,,0,,,,88.0,8.21,median(8) [E1+E2],86.5,9.05,median(8) [E1+E2],85.0,7.67,median(8) [E1+E2],88.0,2.14,median(8) [E1+E2],86.5,2.71,median(8) [E1+E2],72.5,8.81,median(8) [E1+E2]
413,60,抢劫罪与敲诈勒索罪之界分：基于被害人的处分自由,车浩,中国法学,2017,刑法学,90.0,3.83,E1+E2,True,,10.28,4.15,6.13,15.7,7.0,6,6,,0,1,1,51,90.0,3.83,E1+E2,top60,0,,,,85.0,5.49,median(8) [E1+E2],84.5,3.72,median(8) [E1+E2],89.0,2.72,median(8) [E1+E2],91.0,2.62,median(8) [E1+E2],90.0,2.42,median(8) [E1+E2],72.0,5.29,median(8) [E1+E2]
1208,61,优先股与普通股的利益分配,,法学研究,2019,民商法学,90.0,2.29,E1,False,,10.82,2.33,8.48,27.8,4.0,6,6,,0,0,0,,,,,,0,,,,89.5,1.91,mean(4),84,2.83,mean(4),76,4.0,mean(4),86,1.41,mean(4),86.33,1.53,mean(3),83.5,2.38,mean(4)
1450,62,已公开个人信息的刑法保护,王华伟[1],法学研究,2022,刑法学,89.97,2.58,E1+E2,True,,9.85,2.8,7.05,16.6,6.1,6,6,,0,0,1,52,89.97,2.58,E1+E2,top60,0,,,,88.0,2.0,median(8) [E1+E2],88.0,2.78,median(8) [E1+E2],85.5,3.33,median(8) [E1+E2],85.5,2.6,median(8) [E1+E2],89.5,1.51,median(8) [E1+E2],78.0,5.12,median(8) [E1+E2]
1106,63,"""债权物权化""之范畴厘定",袁野[1],法学研究,2022,民商法学,89.94,5.64,E1+E2,True,,11.05,3.15,7.9,25.0,6.0,6,6,,0,0,1,53,89.94,5.64,E1+E2,top60,0,,,,86.5,10.64,median(8) [E1+E2],88.0,3.28,median(8) [E1+E2],85.0,3.83,median(8) [E1+E2],88.0,2.9,median(8) [E1+E2],86.5,3.42,median(8) [E1+E2],78.0,5.95,median(8) [E1+E2]
1577,64,民法典编纂视野下合同法第402条、第403条的存废,方新军[1],法学研究,2019,民商法学,89.88,4.59,E1+E2,True,,7.07,4.02,3.05,11.0,8.5,5,6,,0,0,1,55,89.88,4.59,E1+E2,top60,0,,,,86.5,6.32,median(8) [E1+E2],84.5,2.67,median(8) [E1+E2],88.0,6.27,median(8) [E1+E2],89.0,3.66,median(8) [E1+E2],89.0,2.55,median(8) [E1+E2],79.5,4.71,median(8) [E1+E2]
1818,65,金钱 “占有即所有”原理批判及权利流转规则之重塑,孙鹏[1],法学研究,2019,民商法学,89.88,5.03,E1+E2,True,,9.07,2.77,6.3,17.3,4.4,6,6,,0,0,1,54,89.88,5.03,E1+E2,top60,0,,,,88.0,3.16,median(8) [E1+E2],85.5,11.5,median(8) [E1+E2],85.0,6.14,median(8) [E1+E2],88.0,2.2,median(8) [E1+E2],88.0,1.69,median(8) [E1+E2],73.5,5.13,median(8) [E1+E2]
1738,66,规制大众传播媒介的回应权：功能延续与制度发展,朱虎[1],法学研究,2023,法学理论,89.74,7.36,E1+E2,True,,14.33,6.77,7.57,30.6,24.7,5,6,,0,0,1,57,89.74,7.36,E1+E2,top60,1,35,89.74,7.36,85.0,6.12,median(8) [E1+E2],84.5,5.01,median(8) [E1+E2],81.5,20.82,median(8) [E1+E2],87.0,4.88,median(8) [E1+E2],86.5,2.87,median(8) [E1+E2],80.0,2.78,median(8) [E1+E2]
1821,67,防卫限度判断中的利益衡量,徐成[1],法学研究,2019,刑法学,89.74,3.19,E1+E2,True,,9.25,3.05,6.2,13.6,4.2,6,6,,0,0,1,56,89.74,3.19,E1+E2,top60,0,,,,83.5,4.87,median(8) [E1+E2],87.0,2.67,median(8) [E1+E2],88.5,1.69,median(8) [E1+E2],90.0,2.43,median(8) [E1+E2],88.0,2.71,median(8) [E1+E2],72.0,3.74,median(8) [E1+E2]
772,68,论基本权利私人间效力的范式转型,李海平[1],中国法学,2022,宪法学与行政法学,89.59,3.35,E1,False,,8.68,3.3,5.38,12.9,6.3,6,6,,0,0,0,,,,,,0,,,,83.75,1.5,mean(4),83.75,3.77,mean(4),88.5,4.04,mean(4),83.75,6.29,mean(4),86,1.41,mean(4),80,2.83,mean(4)
1448,69,履行行政职责的作为可能性,林鸿潮[1],法学研究,2022,宪法学与行政法学,89.59,4.46,E1+E2,True,,8.13,2.22,5.92,11.0,3.5,6,6,,0,0,1,58,89.59,4.46,E1+E2,top60,1,36,89.59,4.46,88,7.97,median(7) [E1+E2],78,1.99,median(7) [E1+E2],88,3.35,median(7) [E1+E2],92,3.13,median(7) [E1+E2],85.0,3.38,median(8) [E1+E2],79.0,4.03,median(8) [E1+E2]
500,70,民事非法证据排除的规范解释与实务观察,周翠[1],中国法学,2020,诉讼法学,89.5,4.73,E1+E2,True,,10.17,4.38,5.78,23.2,7.1,6,6,,0,0,1,59,89.5,4.73,E1+E2,top60,1,37,89.5,4.73,81.5,5.75,median(8) [E1+E2],84.5,5.55,median(8) [E1+E2],86.5,2.82,median(8) [E1+E2],87.5,3.96,median(8) [E1+E2],88.0,4.78,median(8) [E1+E2],83.5,4.03,median(8) [E1+E2]
1730,71,被害人因受骗而同意的法律效果,付立庆,法学研究,2016,刑法学,89.5,7.04,E1+E2,True,,8.3,4.02,4.28,14.7,12.2,5,6,,0,0,0,,,,,,0,,,,85.5,16.58,median(8) [E1+E2],86.5,3.63,median(8) [E1+E2],86.5,2.8,median(8) [E1+E2],88.0,2.45,median(8) [E1+E2],88,1.99,median(7) [E1+E2],71.0,4.72,median(8) [E1+E2]
357,72,平台用工的“劳动三分法”治理模式,王天玉[1],中国法学,2023,经济法学,89.47,7.15,E1+E2,True,,12.77,5.7,7.07,24.7,22.0,5,6,,0,0,1,61,89.47,7.15,E1+E2,coverage_minimum,1,38,89.47,7.15,85.0,15.5,median(8) [E1+E2],85.0,2.33,median(8) [E1+E2],80.0,5.75,median(8) [E1+E2],86.5,3.24,median(8) [E1+E2],88.0,3.21,median(8) [E1+E2],80.0,3.96,median(8) [E1+E2]
1919,73,论合同失效——制度供给与自主知识体系,李世刚[1],中国社会科学,2025,民商法学,89.47,3.69,E1+E2,True,,8.65,3.32,5.33,12.3,5.0,6,6,,0,0,1,60,89.47,3.69,E1+E2,top60,0,,,,85,3.35,median(7) [E1+E2],82.0,3.03,median(6) [E1+E2],86,6.47,median(7) [E1+E2],85,2.99,median(7) [E1+E2],86,3.69,median(7) [E1+E2],82.0,2.9,median(8) [E1+E2]
1317,74,利他型人寿保险中投保人与受益人的对价关系,岳卫,法学研究,2017,民商法学,89.44,6.68,E1+E2,True,,12.57,4.85,7.72,18.9,10.5,5,6,,0,0,1,62,89.44,6.68,E1+E2,coverage_minimum,0,,,,85.0,14.09,median(8) [E1+E2],90.0,2.45,median(8) [E1+E2],82.5,5.26,median(8) [E1+E2],88.0,2.19,median(8) [E1+E2],88.5,3.16,median(8) [E1+E2],79.0,8.49,median(8) [E1+E2]
339,75,实行犯的对象错误与教唆犯的归责问题,柏浪涛,中国法学,2018,刑法学,89.38,5.39,E1+E2,True,,12.45,3.33,9.12,25.4,7.0,6,6,,0,0,1,63,89.38,5.39,E1+E2,coverage_minimum,0,,,,82.0,11.87,median(8) [E1+E2],88.0,2.98,median(8) [E1+E2],85.5,2.47,median(8) [E1+E2],92.0,1.19,median(8) [E1+E2],85.5,3.52,median(8) [E1+E2],70.0,5.37,median(8) [E1+E2]
1786,76,超越所有权保留的名实之争——选择性救济路径之证成,庄加园[1],法学研究,2023,民商法学,89.26,5.58,E1+E2,True,,17.55,6.35,11.2,31.6,10.2,4,6,,0,0,1,64,89.26,5.58,E1+E2,coverage_minimum,0,,,,86.5,5.06,median(8) [E1+E2],85.0,5.0,median(8) [E1+E2],88.5,7.02,median(8) [E1+E2],85.5,4.34,median(8) [E1+E2],85.0,8.24,median(8) [E1+E2],79.0,6.35,median(8) [E1+E2]
1098,77,"重构""法的渊源""范畴",雷磊[1],中国社会科学,2021,法学理论,89.24,5.01,E1+E2,True,,10.47,4.8,5.67,18.3,9.5,4,6,,0,0,1,68,89.24,5.01,E1+E2,coverage_minimum,1,39,89.24,5.01,82.0,7.55,median(8) [E1+E2],88.0,2.73,median(8) [E1+E2],90.0,1.69,median(8) [E1+E2],88.0,6.69,median(8) [E1+E2],91.0,1.49,median(8) [E1+E2],60,9.11,median(7) [E1+E2]
1223,78,保底信托效力认定的类型化,吴至诚[1],法学研究,2022,民商法学,89.24,4.18,E1+E2,True,,7.33,1.93,5.4,11.6,3.3,6,6,,0,0,1,67,89.24,4.18,E1+E2,coverage_minimum,0,,,,84.5,6.25,median(8) [E1+E2],85.0,4.07,median(8) [E1+E2],89.0,1.77,median(8) [E1+E2],88.0,2.19,median(8) [E1+E2],85,3.79,median(7) [E1+E2],75,8.15,median(7) [E1+E2]
1556,79,死刑适用标准的体系化构造,劳东燕[1],法学研究,2015,刑法学,89.24,2.92,E1+E2,True,,9.67,3.27,6.4,12.9,5.9,6,6,,0,0,1,66,89.24,2.92,E1+E2,coverage_minimum,0,,,,85.5,2.25,median(8) [E1+E2],85.0,4.54,median(8) [E1+E2],87.0,2.42,median(8) [E1+E2],88,2.21,median(7) [E1+E2],87.5,2.59,median(8) [E1+E2],68.0,5.44,median(8) [E1+E2]
1708,80,著作权法限制音乐专有许可的正当性,王迁[1],法学研究,2019,知识产权法学,89.24,12.04,E1+E2,True,,9.27,3.83,5.43,15.2,5.7,6,6,,0,0,1,65,89.24,12.04,E1+E2,coverage_minimum,1,40,89.24,12.04,85.0,8.5,median(8) [E1+E2],85.0,29.9,median(8) [E1+E2],78.0,16.42,median(8) [E1+E2],87.0,3.24,median(8) [E1+E2],89.0,2.66,median(8) [E1+E2],81.0,2.59,median(8) [E1+E2]
29,81,“枫桥经验”与当代中国纠纷解决机制结构变迁,彭小龙[1],中国法学,2023,法学理论,89.18,7.81,E1+E2,True,,11.68,3.97,7.72,29.3,7.5,6,6,,0,0,1,71,89.18,7.81,E1+E2,coverage_minimum,1,41,89.18,7.81,81.5,18.16,median(8) [E1+E2],90.5,2.45,median(8) [E1+E2],80.0,5.9,median(8) [E1+E2],85.0,3.55,median(8) [E1+E2],88.0,1.41,median(8) [E1+E2],81.0,2.8,median(8) [E1+E2]
1347,82,合同形式主义的演进及其影响———消费者保护的视角,高庆凯[1],法学研究,2022,民商法学,89.18,4.67,E1+E2,True,,9.5,2.73,6.77,13.7,4.2,6,6,,0,0,1,69,89.18,4.67,E1+E2,coverage_minimum,0,,,,85,3.87,median(7) [E1+E2],80,2.99,median(7) [E1+E2],85,10.24,median(7) [E1+E2],86.5,2.64,median(8) [E1+E2],88.0,7.29,median(8) [E1+E2],80.0,2.43,median(8) [E1+E2]
1848,83,宪法秩序下如何安放法典——从“基础性法律”的适用切入,张翔[1],法学研究,2025,宪法学与行政法学,89.18,3.32,E1+E2,True,,9.28,3.73,5.55,18.4,8.8,5,6,,0,0,1,70,89.18,3.32,E1+E2,coverage_minimum,0,,,,85.5,2.77,median(8) [E1+E2],89.0,2.0,median(8) [E1+E2],76.0,7.89,median(8) [E1+E2],92.0,2.0,median(8) [E1+E2],88.0,1.81,median(8) [E1+E2],79.0,6.48,median(8) [E1+E2]
1842,84,电子游戏著作权保护中思想与表达的界分方法,朱冬[1],法学研究,2025,知识产权法学,89.15,3.17,E1+E2,True,,7.37,1.65,5.72,12.0,2.5,6,6,,0,0,1,72,89.15,3.17,E1+E2,coverage_minimum,0,,,,87.0,6.3,median(8) [E1+E2],83.5,1.98,median(8) [E1+E2],85.5,2.47,median(8) [E1+E2],88.0,0.93,median(8) [E1+E2],88.0,1.92,median(8) [E1+E2],71.0,2.8,median(8) [E1+E2]
1614,85,"注册商标使用中的""未改变显著特征""",付继存[1],法学研究,2021,知识产权法学,89.12,4.6,E1+E2,True,,9.48,4.03,5.45,13.3,7.1,6,6,,0,0,1,73,89.12,4.6,E1+E2,coverage_minimum,0,,,,85.0,7.48,median(8) [E1+E2],85.0,2.95,median(8) [E1+E2],88.0,2.56,median(8) [E1+E2],87.5,3.44,median(8) [E1+E2],86.5,3.02,median(8) [E1+E2],75.0,7.74,median(8) [E1+E2]
525,86,法人功能性分类与结构性分类的兼容解释,张力[1],中国法学,2019,民商法学,89.09,4.31,E1,False,,12.72,4.58,8.13,22.6,10.2,5,6,,0,0,0,,,,,,0,,,,87,3.37,mean(4),81,3.46,mean(4),75.5,5.51,mean(4),89.25,3.4,mean(4),79.25,10.24,mean(4),84.25,1.5,mean(4)
1820,87,防卫过当的阶层式判断规则,高巍[1],法学研究,2023,刑法学,89.09,3.55,E1+E2,True,,7.77,3.08,4.68,12.6,6.3,6,6,,0,0,1,74,89.09,3.55,E1+E2,coverage_minimum,0,,,,86.5,2.88,median(8) [E1+E2],84.0,3.64,median(8) [E1+E2],89.5,2.75,median(8) [E1+E2],85.0,2.72,median(8) [E1+E2],87.5,3.81,median(8) [E1+E2],67.5,12.4,median(8) [E1+E2]
1620,88,涉外知识产权归属的法律适用,阮开欣[1],法学研究,2019,国际法学,89.06,6.61,E1+E2,True,,12.58,3.9,8.68,30.7,5.7,6,6,,0,0,1,75,89.06,6.61,E1+E2,coverage_minimum,1,42,89.06,6.61,85.0,13.6,median(8) [E1+E2],78.0,3.34,median(8) [E1+E2],85.0,5.36,median(8) [E1+E2],88.0,3.0,median(8) [E1+E2],85.0,2.72,median(8) [E1+E2],80.0,3.7,median(8) [E1+E2]
1387,89,域外管辖的体系构造:立法管辖与司法管辖之界分,宋晓,法学研究,2021,国际法学,89.03,3.58,E1+E2,True,,7.9,2.83,5.07,18.2,9.1,5,6,,0,0,1,76,89.03,3.58,E1+E2,coverage_minimum,1,43,89.03,3.58,85.0,3.87,median(8) [E1+E2],88.0,2.47,median(8) [E1+E2],81.5,7.94,median(8) [E1+E2],89.0,2.1,median(8) [E1+E2],88.0,1.98,median(8) [E1+E2],75.0,2.38,median(8) [E1+E2]
1321,90,动产担保物权的默示延伸,庄加园,法学研究,2021,民商法学,89.0,4.84,E1+E2,True,,13.42,4.23,9.18,30.3,7.7,6,6,,0,0,1,77,89.0,4.84,E1+E2,coverage_minimum,0,,,,85.0,4.34,median(8) [E1+E2],84.5,4.96,median(8) [E1+E2],80.0,6.45,median(8) [E1+E2],85.0,3.7,median(8) [E1+E2],85.5,6.19,median(8) [E1+E2],81.0,4.46,median(8) [E1+E2]
1329,91,原情与抑情：从“崔三过失杀父案”看清代中期的礼教与司法,姚宇[1],法学研究,2022,法律史,88.97,13.35,E1+E2,True,,15.67,10.65,5.02,44.4,44.7,5,6,,0,0,1,78,88.97,13.35,E1+E2,coverage_minimum,1,44,88.97,13.35,89.0,31.46,median(8) [E1+E2],82.0,4.74,median(8) [E1+E2],78.5,9.23,median(8) [E1+E2],91.0,5.22,median(8) [E1+E2],88.0,3.42,median(8) [E1+E2],68.0,3.85,median(8) [E1+E2]
1322,92,劳动关系认定的理论澄清与规范建构,朱军[1],法学研究,2023,民商法学,88.91,5.5,E1+E2,True,,10.58,2.03,8.55,20.1,3.5,6,6,,0,0,1,79,88.91,5.5,E1+E2,coverage_minimum,0,,,,83.5,12.08,median(8) [E1+E2],88.0,2.56,median(8) [E1+E2],88.5,3.25,median(8) [E1+E2],85.5,1.98,median(8) [E1+E2],88.0,3.58,median(8) [E1+E2],68.0,2.36,median(8) [E1+E2]
1642,93,现代监护理念下监护与行为能力关系的重构,彭诚信[1];李贝[1],法学研究,2019,民商法学,88.88,4.72,E1+E2,True,,8.0,3.0,5.0,14.3,6.0,6,6,,0,0,0,,,,,,0,,,,80.0,8.49,median(8) [E1+E2],88,2.65,median(7) [E1+E2],82.0,6.2,median(8) [E1+E2],87.0,1.67,median(8) [E1+E2],88.0,2.2,median(8) [E1+E2],80.0,3.15,median(8) [E1+E2]
1767,94,论驳回公诉制度及其在我国刑事诉讼中的引入,郭烁[1],法学研究,2025,刑法学,88.88,3.3,E1+E2,True,,10.23,2.97,7.27,17.3,3.6,6,6,,0,0,1,80,88.88,3.3,E1+E2,coverage_minimum,0,,,,86.5,3.29,median(8) [E1+E2],82.0,4.52,median(8) [E1+E2],87.0,3.45,median(8) [E1+E2],88.0,3.0,median(8) [E1+E2],85.0,1.41,median(8) [E1+E2],79.0,3.06,median(8) [E1+E2]
1330,95,反不正当竞争法一般条款的保护限度——以市场区分为视角,刘建臣[1],法学研究,2024,经济法学,88.82,4.22,E1+E2,True,,6.87,2.35,4.52,11.7,5.2,6,6,,0,0,1,81,88.82,4.22,E1+E2,coverage_minimum,1,45,88.82,4.22,85.0,4.21,median(8) [E1+E2],88.0,6.46,median(8) [E1+E2],85.0,5.19,median(8) [E1+E2],85.5,1.64,median(8) [E1+E2],88.0,3.24,median(8) [E1+E2],78.0,4.62,median(8) [E1+E2]
805,96,论无权代理人赔偿责任的双层结构,张家勇[1],中国法学,2019,民商法学,88.74,2.66,E1,False,,9.93,2.53,7.4,15.6,4.2,6,6,,0,0,0,,,,,,0,,,,83.75,3.5,mean(4),90,1.63,mean(4),84,4.24,mean(4),85.75,1.5,mean(4),85.25,2.5,mean(4),69.5,1.91,mean(4)
1914,97,财产犯罪中利益转移的要件重构：从物的占有到债的实现,"陈少青[1,2]",中国法学,2025,刑法学,88.74,2.41,E1,False,,6.73,2.03,4.7,13.9,3.8,6,6,,0,0,0,,,,,,0,,,,82.75,3.77,mean(4),85.5,1.73,mean(4),89,2.0,mean(4),88,2.16,mean(4),87.25,1.5,mean(4),70.5,1.0,mean(4)
1303,98,刑事诉讼法时间效力规则研究,聂友伦[1],法学研究,2020,刑法学,88.72,4.89,E1,False,,7.88,4.08,3.8,11.6,8.1,5,6,,0,0,0,,,,,,0,,,,80,8.12,mean(4),84.5,4.12,mean(4),84.75,4.72,mean(4),87.75,3.1,mean(4),88.75,1.5,mean(4),80.75,2.99,mean(4)
1373,99,国有自然资源资产产权行使机制的完善,程雪阳[1],法学研究,2018,环境与资源保护法学,88.71,4.1,E1+E2,True,,13.88,4.2,9.68,18.9,5.7,6,6,,0,0,1,83,88.71,4.1,E1+E2,coverage_minimum,1,46,88.71,4.1,85.5,5.22,median(6) [E1+E2],84,3.39,median(7) [E1+E2],78.0,6.71,median(6) [E1+E2],85,1.13,median(7) [E1+E2],87.0,4.31,median(8) [E1+E2],81.0,3.85,median(8) [E1+E2]
1727,100,行贿罪之“谋取不正当利益”的法理内涵,车浩,法学研究,2017,刑法学,88.71,4.58,E1+E2,True,,9.77,2.77,7.0,15.3,4.1,6,6,,0,0,1,82,88.71,4.58,E1+E2,coverage_minimum,0,,,,85.0,7.61,median(8) [E1+E2],85.0,3.98,median(8) [E1+E2],85.0,2.0,median(8) [E1+E2],88.0,3.09,median(8) [E1+E2],88.0,2.7,median(8) [E1+E2],75.0,6.27,median(8) [E1+E2]
1860,101,诉权处分合同的程序法效果及其司法审查,朱禹臣[1],法学研究,2025,民商法学,88.71,5.96,E1+E2+E3,True,"problem_originality,literature_insight",10.68,4.5,6.18,15.4,10.7,5,6,,0,0,0,,,,,,0,,,,84.0,9.96,median(12) [E1+E2+E3],85.0,5.7,median(12) [E1+E2+E3],87.0,3.74,median(8) [E1+E2],88.0,2.39,median(8) [E1+E2],92.0,3.4,median(8) [E1+E2],70.0,8.99,median(8) [E1+E2]
1658,102,知情与行为相分离情形下法人知情归责的认定,萧鑫[1],法学研究,2021,民商法学,88.69,4.75,E1,False,,9.87,3.77,6.1,22.1,10.0,5,6,,0,0,0,,,,,,0,,,,82.75,10.05,mean(4),88.5,1.0,mean(4),85.75,5.91,mean(4),87.25,1.5,mean(4),86.75,2.75,mean(4),76,1.41,mean(4)
1844,103,财产损害与盗窃罪认定,付立庆[1],法学研究,2025,刑法学,88.68,5.12,E1,False,,12.53,5.2,7.33,17.9,15.2,5,6,,0,0,0,,,,,,0,,,,84,4.24,mean(4),90,2.0,mean(3),77.5,15.2,mean(4),90,3.56,mean(4),85.75,2.87,mean(4),74.5,3.32,mean(4)
1841,104,前占有人原物返还请求权的理论与规范,吴训祥[1],法学研究,2025,民商法学,88.62,3.45,E1+E2,True,,9.15,3.52,5.63,12.5,5.0,6,6,,0,0,1,84,88.62,3.45,E1+E2,coverage_minimum,0,,,,85.0,3.45,median(8) [E1+E2],85.0,2.88,median(8) [E1+E2],86.5,3.68,median(8) [E1+E2],86.5,3.24,median(8) [E1+E2],88,3.86,median(7) [E1+E2],73.5,5.11,median(8) [E1+E2]
295,105,国际民事诉讼管辖权的基础构造,宋晓[1],中国法学,2024,诉讼法学,88.57,3.99,E1,False,,10.93,3.78,7.15,17.7,7.0,6,6,,0,0,0,,,,,,0,,,,84.75,5.25,mean(4),82.75,2.22,mean(4),75.75,6.99,mean(4),88.5,2.38,mean(4),84.5,3.0,mean(4),80,2.83,mean(4)
1765,106,论防卫人的救助义务——自由分配视角下的正当防卫与先前行为,赵雪爽[1],法学研究,2023,刑法学,88.57,6.5,E1,False,,9.0,5.3,3.7,16.9,15.0,5,6,,0,0,0,,,,,,0,,,,80.25,14.97,mean(4),86.75,1.5,mean(4),85.75,1.5,mean(4),92.25,3.1,mean(4),84.5,6.66,mean(4),71.5,4.04,mean(4)
1689,107,网络空间中犯罪帮助行为的类型化——来自司法判决的启发,"邓矜婷[1,2]",法学研究,2019,刑法学,88.53,3.61,E1,False,,9.72,3.43,6.28,13.6,4.4,6,6,,0,0,0,,,,,,0,,,,83.25,4.27,mean(4),85.25,2.5,mean(4),80.5,3.0,mean(4),84.5,4.43,mean(4),89.25,3.4,mean(4),81.25,2.99,mean(4)
51,108,三权分置下农地流转权利体系重构研究,宋志红,中国法学,2018,民商法学,88.5,4.38,E1+E2,True,,10.87,3.85,7.02,25.5,5.4,6,6,,0,0,0,,,,,,0,,,,82.5,5.98,median(8) [E1+E2],89.0,2.76,median(8) [E1+E2],83.5,6.02,median(8) [E1+E2],88.0,2.9,median(8) [E1+E2],87.0,2.92,median(8) [E1+E2],71.0,5.21,median(8) [E1+E2]
1145,109,中国宪法上基本权利限制的形式要件,陈楚风[1],法学研究,2021,宪法学与行政法学,88.46,3.06,E1,False,,12.47,3.62,8.85,21.3,7.0,6,6,,0,0,0,,,,,,0,,,,83.5,1.73,mean(4),84.75,3.4,mean(4),81.25,6.99,mean(4),92.25,1.71,mean(4),86,1.41,mean(4),69.25,6.5,mean(4)
1858,110,共同关系与共有类型,章程[1],法学研究,2025,民商法学,88.44,2.47,E1,False,,11.77,2.73,9.03,26.9,5.6,6,6,,0,0,0,,,,,,0,,,,85,2.45,mean(4),84.5,1.73,mean(4),86.5,1.73,mean(4),86.25,3.5,mean(4),86.75,1.5,mean(4),77.5,5.57,mean(4)
1296,111,刑事证据标准与证明标准之异同,熊晓彪[1],法学研究,2019,诉讼法学,88.43,4.01,E1,False,,12.08,4.27,7.82,39.2,11.8,5,6,,0,0,0,,,,,,0,,,,86,2.45,mean(4),90.75,2.22,mean(4),77.75,11.79,mean(4),85,3.46,mean(4),85.5,1.73,mean(4),68,4.0,mean(4)
1412,112,夫妻债务的清偿顺序,叶名怡[1],法学研究,2023,民商法学,88.41,2.97,E1,False,,8.78,2.53,6.25,15.7,5.7,6,6,,0,0,0,,,,,,0,,,,81.75,5.68,mean(4),86.5,1.73,mean(4),86.5,1.73,mean(4),89,2.0,mean(4),91,1.15,mean(4),74.25,2.87,mean(4)
1586,113,法人依瑕疵决议所为行为之效力,徐银波[1],法学研究,2020,民商法学,88.41,6.76,E1,False,,9.33,4.85,4.48,18.9,16.1,5,6,,0,0,0,,,,,,0,,,,79,16.06,mean(4),86.75,1.5,mean(4),89,4.24,mean(4),82.5,3.32,mean(4),90,2.83,mean(4),81,1.15,mean(4)
1234,114,受贿犯罪的保护法益,张明楷,法学研究,2018,刑法学,88.32,5.93,E1,False,,14.82,6.35,8.47,27.9,12.2,5,6,,0,0,0,,,,,,0,,,,83,4.16,mean(4),83.5,7.19,mean(4),77.5,7.59,mean(4),88,3.56,mean(4),80.25,12.23,mean(4),82.5,3.32,mean(4)
1427,115,实体导向的必要共同诉讼：模式转换与制度重塑,任重[1],法学研究,2024,诉讼法学,88.32,7.08,E1,False,,9.07,4.7,4.37,19.5,17.7,5,6,,0,0,0,,,,,,0,,,,76.25,17.67,mean(4),86.5,2.38,mean(4),87,2.45,mean(4),88,4.32,mean(4),85,0.0,mean(1),82,1.41,mean(4)
1445,116,对待给付风险负担的基本原则及其突破,刘洋[1],法学研究,2018,民商法学,88.32,6.74,E1,False,,12.62,6.03,6.58,23.6,20.0,5,6,,0,0,0,,,,,,0,,,,87,2.45,mean(4),72,20.0,mean(4),86.5,5.74,mean(4),86.75,3.95,mean(4),88.75,2.99,mean(4),81,1.15,mean(4)
1775,117,"诚信原则修正功能的个案运用———以最高人民法院""华诚案""判决为分析对象",于飞[1],法学研究,2022,民商法学,88.28,3.78,E1,False,,8.1,3.2,4.9,12.4,5.3,6,6,,0,0,0,,,,,,0,,,,85.25,5.25,mean(4),82.5,3.32,mean(4),86.75,3.5,mean(4),87,3.83,mean(4),90,1.63,mean(4),73.5,1.73,mean(4)
1127,118,业务侵占:贪污罪的解释方向,王彦强[1],法学研究,2018,刑法学,88.26,5.23,E1,False,,9.62,4.68,4.93,17.3,10.3,5,6,,0,0,0,,,,,,0,,,,80,10.3,mean(4),89.25,2.99,mean(4),83.5,3.7,mean(4),90.5,1.91,mean(4),81.25,2.99,mean(4),66.75,6.18,mean(4)
1285,119,农民集体与农村集体经济组织关系之二元论,高海[1],法学研究,2022,民商法学,88.24,4.81,E1,False,,15.22,4.63,10.58,29.3,7.4,6,6,,0,0,0,,,,,,0,,,,82,4.32,mean(4),81.75,6.24,mean(4),83,7.44,mean(4),86.75,3.5,mean(4),83,2.45,mean(4),80.25,4.03,mean(4)
