编号,期刊,年份,卷,期,题目,作者,作者机构,页数,原分类,专家分类,分类情形
212,中国法学,2019,,2,农民集体成员权、农民集体决议与乡村治理体系的健全,王雷[1],[1]中国政法大学民商经济法学院,20,民商法学,,
213,中国法学,2019,,3,减税、减负与预算法变革,陈治[1],[1]西南政法大学经济法学院,23,经济法学,,
214,中国法学,2017,,6,减负与转型的经济法推进,张守文,北京大学法学院,16,经济法学,,
215,中国法学,2023,000,5,分层土地利用中的强制地役权研究,林旭霞[1],[1]福建师范大学法学院,20,民商法学,,
216,中国法学,2016,,4,刑事司法实证研究：以数据及其运用为中心的探讨,何挺,北京师范大学刑事法律科学研究院,20,刑法学,,
217,中国法学,2017,0,4,刑事司法应坚持罪责实质评价,阮齐林,中国政法大学刑事司法学院,12,刑法学,,
218,中国法学,2019,,1,刑事对物之诉的初步研究,陈瑞华[1],[1]北京大学法学院,20,刑法学,,
219,中国法学,2018,,1,刑事庭审实质化的维度与机制探讨,陈实,中南财经政法大学法学院,17,诉讼法学,,
220,中国法学,2022,000,2,刑事强制医疗解除程序实证研究,王迎龙[1],[1]北京工商大学法学院,20,刑法学,,
221,中国法学,2019,,4,刑事案件的差异化判决及其合理性,周少华[1],[1]广州大学法学院,20,刑法学,,
222,中国法学,2023,000,5,刑事涉案虚拟财产强制处分论,田力男[1],[1]中国人民公安大学法学院,17,刑法学,,
223,中国法学,2021,0,1,刑事职能管辖错位的程序规制,谢小剑,江西财经大学法学院,16,诉讼法学,,
224,中国法学,2024,000,4,刑事裁判中法律学说的运用困境及其解决路径,梁健[1],[1]浙江大学光华法学院,20,刑法学,,
225,中国法学,2023,000,1,刑事证据“生命流程”的理论阐释,冯俊伟[1],[1]山东大学法学院,20,诉讼法学,,
226,中国法学,2017,,6,刑事证据审查的基本制度结构,吴洪淇,中国政法大学证据科学教育部重点实验室,20,诉讼法学,,
227,中国法学,2021,,5,"刑事诉讼中的""人"":一种主体性研究",左卫民[1],[1]四川大学法学院,16,刑法学,,
228,中国法学,2021,,3,刑事诉讼中程序惯性的反思与规制,郑曦[1],[1]北京外国语大学法学院,17,刑法学,,
229,中国法学,2023,000,3,刑事诉讼主体理论的扬弃与超越,谢澍[1],[1]中国政法大学刑事司法学院,21,刑法学,,
230,中国法学,2022,000,2,刑事诉讼事实形成机理探究,杨波[1],[1]吉林大学法学院,21,刑法学,,
231,中国法学,2024,000,5,刑事诉讼数据处理的全流程监管,郑曦[1],[1]北京外国语大学法学院,19,诉讼法学,,
232,中国法学,2024,,5,刑事诉讼数据处理的全流程监管,郑曦,北京外国语大学法学院,,诉讼法学,,
233,中国法学,2019,,2,刑事诉讼法与监察法的衔接难题与破解之道,程雷[1],[1]中国人民大学刑事法律科学研究中心,16,刑法学,,
234,中国法学,2017,,1,刑事陪审中法律问题与事实问题的区分,陈学权,对外经济贸易大学法学院,18,刑法学,,
235,中国法学,2021,0,1,刑民界分视野下诈骗罪成立范围的实质认定,陈少青,对外经济贸易大学法学院,20,刑法学,,
236,中国法学,2018,,2,刑法中行为论的新展开,李世阳,浙江大学光华法学院,20,刑法学,,
237,中国法学,2023,000,5,刑法再法典化的法理与蓝图,姜涛[1],[1]华东政法大学,22,刑法学,,
238,中国法学,2021,,3,刑法干预前置化的理性反思,王强军[1],[1]南开大学法学院,19,刑法学,,
239,中国法学,2015,0,2,刑法立法阻却事由的理论界定与制度前景,姜涛[1],[1]南京师范大学法学院,24,刑法学,,
240,中国法学,2019,,6,制度型对外开放的支点:私法关系涉外性之界定及重构,张春良[1],[1]西南政法大学,19,国际法学,,
241,中国法学,2018,,4,制度角色与制度能力：论刑事证明标准的降格适用,陈虎,中南财经政法大学法学院,19,刑法学,,
242,中国法学,2024,000,5,加快推进新时代区域法治发展,公丕祥[1],[1]南京师范大学法学院,6,法学理论,,
243,中国法学,2018,,5,劳动法上“合理”的多重意蕴及其应用,冯彦君,吉林大学法学院,17,经济法学,,
244,中国法学,2023,000,3,劳动法典编纂的重大意义与体例结构,谢增毅[1],[1]中国社会科学院法学研究所,20,经济法学,,
245,中国法学,2022,0,1,劳动者个人信息处理中同意的适用与限制,吴文芳[1],[1]上海财经大学法学院,23,民商法学,民商法学,
246,中国法学,2017,,3,区分制理论解释共同过失犯罪之弊端及应然选择,刘明祥,中国人民大学刑事法律科学研究中心,24,刑法学,,
247,中国法学,2020,,6,区际利益补偿权利生成与基本构造,"陈婉玲[1,2]",[1]华东政法大学科学研究院;[2]华东政法大学产业与区域经济法制研究中心,18,法学理论,,
248,中国法学,2020,,6,医疗损害赔偿中原因力减责的法理及适用,郑永宽[1],[1]厦门大学法学院,19,刑法学,,
249,中国法学,2022,000,3,单位的反性骚扰义务与相关侵权责任研究,张新宝[1],[1]中国人民大学民商事法律科学研究中心,22,民商法学,,
250,中国法学,2022,000,3,单边制裁是否具有合法性：一个框架性分析,张辉[1],[1]武汉大学国际法研究所,22,国际法学,,
251,中国法学,2019,,1,印证的证明原理与理论塑造,栗峥[1],[1]中国政法大学诉讼法学研究院,20,诉讼法学,,
252,中国法学,2024,000,2,双重社会转型下中国环境法的挑战与因应,秦天宝[1],[1]武汉大学环境法研究所,18,环境与资源保护法学,,
253,中国法学,2020,,4,反不正当竞争法中“一定影响”的语义澄清与意义验证,刘继峰[1],[1]中国政法大学,15,经济法学,,
254,中国法学,2022,000,5,反不正当竞争法对未注册商标的有效保护及其制度重塑,黄汇[1],[1]西南政法大学新科技法治创新研究中心、“互联网知识产权治理体系创新研究团队”,20,知识产权法学,,
255,中国法学,2015,0,6,司法中的社会科学判断,侯猛,北京大学法学院,18,诉讼法学,,
256,中国法学,2020,,6,司法人员职务犯罪双重管辖制度的多维思考,吴建雄[1],[1]湘潭大学法学院,17,诉讼法学,,
257,中国法学,2017,,6,司法体制综合配套改革的路径和重点,"姜伟[1,2]",[1]最高人民法院;[2]中国法学会,6,诉讼法学,,
258,中国法学,2017,,6,司法判决中的指导性案例,彭中礼,中南大学法学院,20,法学理论,,
259,中国法学,2019,,3,司法判决对正当程序原则的发展,周佑勇[1],[1]东南大学法学院,20,诉讼法学,,
260,中国法学,2021,,4,司法大数据在中国法院的应用与前景展望,孙晓勇[1],[1]国家法官学院,22,诉讼法学,,
261,中国法学,2018,,2,司法审查图景中行政协议主体的适格,陈无风,浙江财经大学,16,宪法学与行政法学,,
262,中国法学,2019,,4,司法改革与法律职业激励环境的变化,吴洪淇[1],[1]中国政法大学证据科学教育部重点实验室,21,诉讼法学,,
263,中国法学,2017,,3,司法改革背景下逮捕的若干问题研究,孙谦,最高人民检察院,27,刑法学,,
264,中国法学,2018,,4,司法改革试点再认识：与实验研究方法的比较与启示,何挺,北京师范大学刑事法律科学研究院,19,诉讼法学,,
265,中国法学,2018,,4,司法改革试点再认识：与实验研究方法的比较与启示,何挺,北京师范大学刑事法律科学研究院,,诉讼法学,,
266,中国法学,2015,0,1,司法裁判中的意义分歧及其消解路径,王林清[1],[1]最高人民法院,17,法学理论,,
267,中国法学,2016,0,1,司法规律层次论,江国华,武汉大学法学院,24,法学理论,,
268,中国法学,2016,0,1,司法视域下夫妻财产制的价值转向,赵玉,国家检察官学院,18,民商法学,,
269,中国法学,2021,0,6,司法解释中的出罪规范:类型、依据与完善方向,刘科[1],[1]北京师范大学刑事法律科学研究院,20,刑法学,,
270,中国法学,2016,,3,司法解释权限的界定与行使,刘风景,华东政法大学法律方法研究院,19,法学理论,,
271,中国法学,2019,,3,司法认定无效行政协议的标准,王敬波[1],[1]中国政法大学法治政府研究院,20,宪法学与行政法学,,
272,中国法学,2017,,6,司法认知偏差与量化裁判中的锚定效应,杨彪,中山大学法学院,22,民商法学,,
273,中国法学,2019,,1,合宪性、合法性、适当性审查的区别与联系,王锴[1],[1]北京航空航天大学法学院,20,宪法学与行政法学,,
274,中国法学,2021,0,6,"合宪性审查中""相抵触""标准之建构",王旭[1],[1]中国人民大学法学院,20,宪法学与行政法学,,
275,中国法学,2024,000,3,合宪性审查中的宪法精神,左亦鲁[1],[1]北京大学法学院,19,宪法学与行政法学,,
276,中国法学,2020,,2,合规制度的公司法设计及其实现路径,赵万一[1],[1]西南政法大学民商法学院,20,民商法学,,
277,中国法学,2020,,4,员额法官遴选机制改革实证研究:以A省为样板,左卫民[1],[1]四川大学法学院,22,诉讼法学,,
278,中国法学,2016,,5,商业反腐的结构性治理和模式,杨力,上海交通大学凯原法学院,22,刑法学,,
279,中国法学,2024,000,4,商业秘密保护中默示保密义务研究,黎华献[1],[1]北京理工大学法学院,20,法学理论,,
280,中国法学,2019,,3,商主体资格形成机制的革新,季奎明[1],[1]华东政法大学经济法学院,19,宪法学与行政法学,,
281,中国法学,2018,,5,商事信用：商法的内在逻辑与体系化根本,赵磊,中国社会科学院法学研究所,21,民商法学,,
282,中国法学,2019,,5,商标使用地域性原理的理解立场及适用逻辑,黄汇[1],[1]西南政法大学,17,知识产权法学,,
283,中国法学,2023,000,5,商标本质基础观念的重构,余俊[1],[1]北京化工大学文法学院,18,知识产权法学,,
284,中国法学,2018,,4,商标权行使与姓名权保护的冲突与规制,马一德,中南财经政法大学知识产权研究中心,17,知识产权法学,,
285,中国法学,2015,0,3,商标法律制度的失衡及其理性回归,杜颖[1],[1]中央财经大学法学院,18,知识产权法学,,
286,中国法学,2016,,2,商标注册“不良影响”条款的适用,马一德,中南财经政法大学知识产权研究中心,13,知识产权法学,,
287,中国法学,2024,000,4,商法独立的逻辑和体系：基于组织化交易论,段丙华[1],[1]中南财经政法大学法学院,19,民商法学,,
288,中国法学,2016,,2,国家所有的法律表达及其解释,谢海定,中国社会科学院法学研究所法学研究杂志社,19,民商法学,,
289,中国法学,2018,,2,国家治理体系视角下党内法规研究的基础概念辨析,王伟国,中国法学会党内法规研究中心,17,宪法学与行政法学,,
290,中国法学,2022,000,5,国家治理现代化下的知识产权行政执法,董涛[1],[1]北京第二外国语学院法学院,20,知识产权法学,,
291,中国法学,2022,0,1,国家符号的刑法保护,高巍[1],[1]云南大学法学院,21,刑法学,,
292,中国法学,2023,000,2,国有土地出让缔约关系的界定路径,伏创宇[1],[1]中国社会科学院大学法学院,20,民商法学,,
293,中国法学,2024,000,6,国际商事仲裁强制性规定适用问题研究,高薇[1],[1]北京大学法学院,20,国际法学,,
294,中国法学,2018,,5,国际条约适用于国内无涉外因素的民事关系探析,万鄂湘[1];余晓汉[2],[1]国家高端智库武汉大学国际法研究所;[2]最高人民法院民四庭,16,国际法学,,
295,中国法学,2024,000,1,国际民事诉讼管辖权的基础构造,宋晓[1],[1]南京大学法学院,21,诉讼法学,,
296,中国法学,2019,,6,国际法视野下的中国国有企业改革,韩立余[1],[1]中国人民大学法学院,23,国际法学,,
297,中国法学,2016,0,6,国际海上班轮货物运输合同中强制性规则的适当性,胡绪雨,南开大学法学院,16,民商法学,,
298,中国法学,2018,,3,国际犯罪管辖和审理的制度建构与完善,于阜民,中国海洋大学,15,诉讼法学,,
299,中国法学,2019,,2,"在""生活事实""与""法律要件""之间:证明责任分配对象的误识与回归",胡学军[1],[1]南昌大学法学院,21,诉讼法学,,
300,中国法学,2019,,6,在全面依法治国实践中担当尽责沿着中国特色社会主义法治道路阔步前进,"王晨[1,2]",[1]全国人大常委会;[2]中国法学会,10,法学理论,,
301,中国法学,2021,0,6,"在法治轨道上有序推进""全过程人民民主""",莫纪宏[1],[1]中国社会科学院法学研究所,20,党内法规学,,
302,中国法学,2024,000,1,地方人大常委会在合宪性审查中的作用及其展开,"温泽彬[1,2]",[1]西南政法大学行政法学院;[2]西南政法大学全面依法治国研究院,20,宪法学与行政法学,,
303,中国法学,2021,,3,地方政府双重负责的宪法内涵,于文豪[1],[1]中央财经大学法学院,24,宪法学与行政法学,,
304,中国法学,2017,,3,地方法治竞争范式及其制度约束,周尚君,西南政法大学行政法学院,15,法学理论,,
305,中国法学,2017,,1,地方立法行政许可设定权之法律解释：基于鲁潍案的分析,金自宁,北京大学,19,宪法学与行政法学,,
